type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adjectif;B1;;humorvoll/humorlos;plein d'humour/sans humour;humorous/humorless;Der neue Kollege ist sehr humorvoll.;Le nouveau collègue a beaucoup d'humour.;The new colleague is very humorous.
adjectif;B1;;legal/illegal;légal/illégal;legal/illegal;Der Aufenthalt muss legal sein.;Le séjour doit être légal.;The stay must be legal.
adjectif;B1;;musikalisch/unmusikalisch;musical/pas musical;musical/unmusical;Ihre Tochter ist sehr musikalisch.;Sa fille est très musicale.;Her daughter is very musical.
adjectif;B1;;völlig;complètement, totalement;completely, totally;Das ist eine völlig neue Situation für ihn.;C'est une situation complètement nouvelle pour lui.;This is a completely new situation for him.
adjectif;B1;;absolut;absolu, absolument;absolute;Das ist absolut unmöglich.;C'est absolument impossible.;That's absolutely impossible.
adjectif;B1;;aktiv;actif;active;Sie ist im Verein sehr aktiv.;Elle est très active dans l'association.;She is very active in the club.
adjectif;B1;;ausländisch;étranger;foreign;Wir haben viele ausländische Gäste.;Nous avons beaucoup d'hôtes étrangers.;We have many foreign guests.
adjectif;B1;;befriedigend;satisfaisant;satisfactory;Das Ergebnis ist befriedigend, aber nicht gut.;Le résultat est satisfaisant, mais pas bon.;The result is satisfactory but not good.
adjectif;B1;;bestimmt;"certain, précis ; sûrement";"certain; certainly";Er kommt bestimmt noch.;Il va sûrement encore venir.;He'll certainly still come.
adjectif;B1;;blass;pâle;pale;Du siehst heute blass aus.;Tu as l'air pâle aujourd'hui.;You look pale today.
adjectif;B1;;bloß;seulement, rien que;only, merely;Das kostet bloß zehn Euro.;Ça ne coûte que dix euros.;That costs only ten euros.
adjectif;B1;;digital;numérique;digital;Das Formular gibt es nur digital.;Le formulaire n'existe qu'en version numérique.;The form is only available digitally.
adjectif;B1;;doppelt;double;double;Am Wochenende zahlt man den doppelten Preis.;Le week-end, on paie le double du prix.;At the weekend you pay double the price.
adjectif;B1;;durchschnittlich;moyen, en moyenne;average;Ich schlafe durchschnittlich sieben Stunden.;Je dors en moyenne sept heures.;I sleep seven hours on average.
adjectif;B1;;einzeln;individuel, séparé;individual, single;Man kann die Teile auch einzeln kaufen.;On peut aussi acheter les pièces séparément.;You can also buy the parts individually.
adjectif;B1;;eventuell;éventuel, éventuellement;possible, possibly;Eventuell komme ich später.;Éventuellement, je viendrai plus tard.;I may possibly come later.
adjectif;B1;;extra;en plus, spécialement;extra, specially;Das Frühstück kostet extra.;Le petit-déjeuner est en supplément.;Breakfast costs extra.
adjectif;B1;;fair;juste, correct;fair;Das war kein faires Spiel.;Ce n'était pas un jeu correct.;That wasn't a fair game.
adjectif;B1;;fit;en forme;fit;Mit Sport bleibt man fit.;Avec le sport, on reste en forme.;You stay fit with sport.
adjectif;B1;;frisch;frais;fresh;Das Brot ist noch ganz frisch.;Le pain est encore tout frais.;The bread is still quite fresh.
adjectif;B1;;gar;"cuit à point ; (gar nicht) pas du tout";"cooked through; (gar nicht) not at all";Das gefällt mir gar nicht.;Cela ne me plaît pas du tout.;I don't like that at all.
adjectif;B1;;geehrt;honoré (formule d'appel);esteemed (in letter openings);Sehr geehrte Damen und Herren,;Madame, Monsieur,;Dear Sir or Madam,
adjectif;B1;;geheim;secret;secret;Halten Sie Ihr Passwort geheim.;Gardez votre mot de passe secret.;Keep your password secret.
adjectif;B1;;gespannt;impatient, curieux;eager, curious;Ich bin gespannt auf das Ergebnis.;J'attends le résultat avec impatience.;I'm eager to hear the result.
adjectif;B1;;gewohnt;habituel;usual, accustomed;Wir treffen uns am gewohnten Ort.;Nous nous retrouvons à l'endroit habituel.;We're meeting at the usual place.
adjectif;B1;;gültig;valable, valide;valid;Der Pass ist noch zwei Jahre gültig.;Le passeport est encore valable deux ans.;The passport is valid for another two years.
adjectif;B1;;halb;demi;half;Ich warte schon eine halbe Stunde.;J'attends déjà depuis une demi-heure.;I've been waiting half an hour already.
adjectif;B1;;haltbar;qui se conserve;keeps well, durable;Die Milch ist noch eine Woche haltbar.;Le lait se conserve encore une semaine.;The milk keeps for another week.
adjectif;B1;;ideal;idéal;ideal;Die Wohnung ist ideal für uns.;L'appartement est idéal pour nous.;The flat is ideal for us.
adjectif;B1;;intensiv;intensif, intense;intensive;Wir machen einen intensiven Sprachkurs.;Nous suivons un cours de langue intensif.;We're doing an intensive language course.
adjectif;B1;;interkulturell;interculturel;intercultural;Die Schule bietet interkulturelle Projekte an.;L'école propose des projets interculturels.;The school offers intercultural projects.
adjectif;B1;;korrekt;correct, exact;correct;Ihre Antwort ist korrekt.;Votre réponse est correcte.;Your answer is correct.
adjectif;B1;;kulturell;culturel;cultural;Die Stadt hat ein reiches kulturelles Angebot.;La ville a une offre culturelle riche.;The city has a rich cultural offering.
adjectif;B1;;maximal;maximal, au maximum;maximum;Der Koffer darf maximal zwanzig Kilo wiegen.;La valise ne doit pas dépasser vingt kilos.;The suitcase may weigh a maximum of twenty kilos.
adjectif;B1;;mild;doux (climat, goût);mild;Der Winter war dieses Jahr mild.;L'hiver a été doux cette année.;The winter was mild this year.
adjectif;B1;;negativ;négatif;negative;Der Test war zum Glück negativ.;Heureusement, le test était négatif.;Fortunately the test was negative.
adjectif;B1;;parallel;parallèle;parallel;Die zwei Straßen verlaufen parallel.;Les deux rues sont parallèles.;The two streets run parallel.
adjectif;B1;;passiv;passif;passive;Im Unterricht ist er eher passiv.;En cours, il est plutôt passif.;In class he is rather passive.
adjectif;B1;;perfekt;parfait;perfect;Ihr Deutsch ist fast perfekt.;Votre allemand est presque parfait.;Your German is almost perfect.
adjectif;B1;;persönlich;personnel, en personne;personal, in person;Ich möchte das persönlich besprechen.;J'aimerais en discuter en personne.;I'd like to discuss that in person.
adjectif;B1;;politisch;politique;political;Über politische Themen streiten wir oft.;Nous nous disputons souvent sur des sujets politiques.;We often argue about political topics.
adjectif;B1;;positiv;positif;positive;Die Reaktion war sehr positiv.;La réaction a été très positive.;The reaction was very positive.
adjectif;B1;;prima;super, formidable;great;Das ist eine prima Idee!;C'est une super idée !;That's a great idea!
adjectif;B1;;rechtlich;juridique, légal;legal;Rechtlich ist das kein Problem.;Sur le plan juridique, ce n'est pas un problème.;Legally that's not a problem.
adjectif;B1;;reich;riche;rich;Das Land ist reich an Wasser.;Le pays est riche en eau.;The country is rich in water.
adjectif;B1;;rein;pur, propre;pure, clean;Der Pullover ist aus reiner Wolle.;Le pull est en pure laine.;The jumper is made of pure wool.
adjectif;B1;;relativ;relatif, relativement;relative, relatively;Die Miete ist relativ günstig.;Le loyer est relativement avantageux.;The rent is relatively cheap.
adjectif;B1;;roh;cru;raw;Diese Wurst isst man roh.;Cette saucisse se mange crue.;This sausage is eaten raw.
adjectif;B1;;schief;de travers, penché;crooked, slanted;Das Bild hängt schief.;Le tableau est accroché de travers.;The picture is hanging crooked.
adjectif;B1;;selbstverständlich;évident, bien entendu;self-evident, of course;Selbstverständlich helfe ich dir.;Bien entendu, je t'aide.;Of course I'll help you.
adjectif;B1;;senkrecht;vertical;vertical;Ziehen Sie eine senkrechte Linie.;Tracez une ligne verticale.;Draw a vertical line.
adjectif;B1;;sichtbar;visible;visible;Von hier ist der Turm gut sichtbar.;D'ici, la tour est bien visible.;From here the tower is clearly visible.
adjectif;B1;;sparsam;"économe ; économique";"thrifty; economical";Das neue Auto ist sehr sparsam.;La nouvelle voiture est très économique.;The new car is very economical.
adjectif;B1;;steil;raide, escarpé;steep;Der Weg nach oben ist ziemlich steil.;Le chemin qui monte est assez raide.;The path up is quite steep.
adjectif;B1;;stumm;muet;mute, silent;Er blieb den ganzen Abend stumm.;Il est resté muet toute la soirée.;He stayed silent all evening.
adjectif;B1;;städtisch;municipal, urbain;municipal, urban;Das ist ein städtisches Schwimmbad.;C'est une piscine municipale.;That's a municipal swimming pool.
adjectif;B1;;unglaublich;incroyable;incredible;Die Aussicht ist unglaublich schön.;La vue est incroyablement belle.;The view is incredibly beautiful.
adjectif;B1;;vegetarisch;végétarien;vegetarian;Haben Sie auch vegetarische Gerichte?;Avez-vous aussi des plats végétariens ?;Do you have vegetarian dishes too?
adjectif;B1;;verdächtig;suspect;suspicious;Der Koffer sieht verdächtig aus.;La valise a l'air suspecte.;The suitcase looks suspicious.
adjectif;B1;;verrückt;fou;crazy;Diese Idee ist völlig verrückt.;Cette idée est complètement folle.;That idea is completely crazy.
adjectif;B1;;verständlich;compréhensible;understandable;Ihre Erklärung war sehr verständlich.;Votre explication était très compréhensible.;Your explanation was very understandable.
adjectif;B1;;verwandt;apparenté, de la famille;related;Wir sind weit verwandt.;Nous sommes parents éloignés.;We are distantly related.
adjectif;B1;;voraussichtlich;prévu, probablement;expected, probably;Der Zug kommt voraussichtlich zehn Minuten später.;Le train arrivera probablement avec dix minutes de retard.;The train is expected ten minutes late.
adjectif;B1;;waagerecht;horizontal;horizontal;Legen Sie das Brett waagerecht.;Posez la planche à l'horizontale.;Lay the board horizontally.
adjectif;B1;;wahr;vrai;true;Diese Geschichte ist wirklich wahr.;Cette histoire est vraiment vraie.;This story is really true.
adjectif;B1;;weiblich;féminin, de sexe féminin;female;Im Team sind drei weibliche Mitglieder.;L'équipe compte trois membres féminins.;There are three female members in the team.
adjectif;B1;;weiter;autre, supplémentaire;further, additional;Haben Sie weitere Fragen?;Avez-vous d'autres questions ?;Do you have any further questions?
adjectif;B1;;weltweit;mondial, dans le monde entier;worldwide;Die Firma ist weltweit bekannt.;L'entreprise est connue dans le monde entier.;The company is known worldwide.
adjectif;B1;;wunderschön;magnifique;beautiful;Das war ein wunderschöner Abend.;C'était une soirée magnifique.;That was a beautiful evening.
adjectif;B1;;wütend;furieux, en colère;furious, angry;Er war wütend auf seinen Chef.;Il était furieux contre son chef.;He was furious with his boss.
adjectif;B1;;zentral;central;central;Die Wohnung liegt sehr zentral.;L'appartement est très central.;The flat is very centrally located.
adjectif;B1;;öffentlich;public;public;Ich fahre mit öffentlichen Verkehrsmitteln.;Je me déplace en transports en commun.;I travel by public transport.
adjectif;B1;;üblich;habituel, courant;usual, customary;Trinkgeld ist hier üblich.;Le pourboire est habituel ici.;Tipping is customary here.
adjectif;B1;;übrig;restant, qui reste;remaining, left over;Vom Kuchen ist nichts übrig.;Il ne reste rien du gâteau.;There's nothing left of the cake.
adjectif;B1;;möbliert;meublé;furnished;Wir suchen ein möbliertes Zimmer.;Nous cherchons une chambre meublée.;We're looking for a furnished room.
adjectif;B1;;entspannend;relaxant, reposant;relaxing;Ein warmes Bad ist sehr entspannend.;Un bain chaud est très relaxant.;A warm bath is very relaxing.
adjectif;B1;;äußerlich;externe (usage), extérieur;external;Die Salbe ist nur zur äußerlichen Anwendung.;La pommade est réservée à l'usage externe.;The ointment is for external use only.
adjectif;B1;;abwesend;absent;absent;Drei Schüler sind heute abwesend.;Trois élèves sont absents aujourd'hui.;Three pupils are absent today.
adjectif;B1;;alternativ;alternatif, autre;alternative;Gibt es einen alternativen Weg?;Y a-t-il un autre chemin ?;Is there an alternative route?
adjectif;B1;;ausgezeichnet;excellent;excellent;Das Essen war ausgezeichnet.;Le repas était excellent.;The food was excellent.
adjectif;B1;;berechtigt;autorisé, fondé;entitled, justified;Nur Anwohner sind zum Parken berechtigt.;Seuls les riverains sont autorisés à stationner.;Only residents are entitled to park.
adjectif;B1;;blind;aveugle;blind;Er ist von Geburt an blind.;Il est aveugle de naissance.;He has been blind since birth.
adjectif;B1;;einheitlich;uniforme, homogène;uniform;Alle Formulare haben ein einheitliches Format.;Tous les formulaires ont un format uniforme.;All the forms have a uniform layout.
adjectif;B1;;entfernt;éloigné, distant;distant, away;Der Bahnhof ist zwei Kilometer entfernt.;La gare est à deux kilomètres.;The station is two kilometres away.
adjectif;B1;;fantastisch;fantastique;fantastic;Die Aussicht von hier ist fantastisch.;La vue d'ici est fantastique.;The view from here is fantastic.
adjectif;B1;;folgend;suivant;following;Beantworten Sie die folgenden Fragen.;Répondez aux questions suivantes.;Answer the following questions.
adjectif;B1;;fröhlich;joyeux, gai;cheerful;Die Kinder waren den ganzen Tag fröhlich.;Les enfants ont été joyeux toute la journée.;The children were cheerful all day.
adjectif;B1;;geeignet;approprié, adapté;suitable;Der Film ist nicht für Kinder geeignet.;Le film n'est pas adapté aux enfants.;The film isn't suitable for children.
adjectif;B1;;giftig;toxique, vénéneux;poisonous, toxic;Diese Pflanze ist giftig.;Cette plante est vénéneuse.;This plant is poisonous.
adjectif;B1;;gratis;gratuit;free of charge;Der Eintritt ist heute gratis.;L'entrée est gratuite aujourd'hui.;Admission is free today.
adjectif;B1;;live;en direct;live;Das Spiel wird live übertragen.;Le match est retransmis en direct.;The match is broadcast live.
adjectif;B1;;national;national;national;Das ist ein nationaler Feiertag.;C'est une fête nationale.;That's a national holiday.
adjectif;B1;;nützlich;utile;useful;Dein Tipp war sehr nützlich.;Ton conseil a été très utile.;Your tip was very useful.
adjectif;B1;;peinlich;embarrassant, gênant;embarrassing;Das war mir richtig peinlich.;J'étais vraiment gêné.;That was really embarrassing for me.
adjectif;B1;;populär;populaire;popular;Dieses Lied ist sehr populär.;Cette chanson est très populaire.;This song is very popular.
adjectif;B1;;preiswert;avantageux, à bon prix;good value;Das Hotel ist sauber und preiswert.;L'hôtel est propre et à bon prix.;The hotel is clean and good value.
adjectif;B1;;schuldig;coupable;guilty;Das Gericht hat ihn schuldig gesprochen.;Le tribunal l'a déclaré coupable.;The court found him guilty.
adjectif;B1;;sinnlos;absurde, inutile;pointless;Es ist sinnlos, jetzt zu streiten.;C'est absurde de se disputer maintenant.;It's pointless to argue now.
adjectif;B1;;sinnvoll;sensé, pertinent;sensible, meaningful;Das ist ein sinnvoller Vorschlag.;C'est une proposition sensée.;That's a sensible suggestion.
adjectif;B1;;sozial;social;social;Der Verein leistet soziale Arbeit.;L'association fait un travail social.;The association does social work.
adjectif;B1;;statistisch;statistique;statistical;Statistisch gesehen ist das selten.;Statistiquement, c'est rare.;Statistically speaking that's rare.
adjectif;B1;;stilistisch;stylistique;stylistic;Der Text hat stilistische Fehler.;Le texte a des fautes de style.;The text has stylistic errors.
adjectif;B1;;strafbar;punissable, répréhensible;punishable;Das ist strafbar und kostet viel Geld.;C'est répréhensible et cela coûte cher.;That's punishable and costs a lot of money.
adjectif;B1;;süchtig;dépendant, accro;addicted;Viele Jugendliche sind süchtig nach ihrem Handy.;Beaucoup de jeunes sont accros à leur téléphone.;Many young people are addicted to their phones.
adjectif;B1;;taub;sourd;deaf;Seit dem Unfall ist er auf einem Ohr taub.;Depuis l'accident, il est sourd d'une oreille.;Since the accident he is deaf in one ear.
adjectif;B1;;tödlich;mortel;fatal;Der Unfall war leider tödlich.;L'accident a malheureusement été mortel.;The accident was unfortunately fatal.
adjectif;B1;;unentschieden;"indécis ; match nul";"undecided; drawn";Das Spiel endete unentschieden.;Le match s'est terminé par un nul.;The match ended in a draw.
adjectif;B1;;verboten;interdit;forbidden;Rauchen ist hier verboten.;Il est interdit de fumer ici.;Smoking is forbidden here.
adjectif;B1;;vergeblich;vain, en vain;in vain;Ich habe vergeblich gewartet.;J'ai attendu en vain.;I waited in vain.
adjectif;B1;;vergnügt;réjoui, de bonne humeur;cheerful;Er kam vergnügt von der Feier zurück.;Il est revenu de la fête de bonne humeur.;He came back from the party cheerful.
adjectif;B1;;versteckt;caché;hidden;Der Schlüssel liegt versteckt unter der Matte.;La clé est cachée sous le paillasson.;The key is hidden under the mat.
adjectif;B1;;violett;violet;violet, purple;Sie trägt einen violetten Schal.;Elle porte une écharpe violette.;She's wearing a violet scarf.
adjectif;B1;;virtuell;virtuel;virtual;Der Kurs findet virtuell statt.;Le cours a lieu en virtuel.;The course takes place virtually.
adjectif;B1;;wertlos;sans valeur;worthless;Ohne Unterschrift ist der Vertrag wertlos.;Sans signature, le contrat est sans valeur.;Without a signature the contract is worthless.
adjectif;B1;;wild;sauvage;wild;Im Wald leben wilde Tiere.;Des animaux sauvages vivent dans la forêt.;Wild animals live in the forest.
adjectif;B1;;zweifach;double, deux fois;twofold;Bitte reichen Sie das Formular zweifach ein.;Veuillez remettre le formulaire en deux exemplaires.;Please submit the form in duplicate.
adjectif;B1;;ähnlich;semblable, similaire;similar;Die zwei Wörter klingen ähnlich.;Les deux mots se ressemblent.;The two words sound similar.
adjectif;B1;;bereit;prêt, disposé;ready, willing;Ich bin bereit, dir zu helfen.;Je suis prêt à t'aider.;I'm ready to help you.
adjectif;B1;;demokratisch;démocratique;democratic;Die Entscheidung war demokratisch.;La décision a été démocratique.;The decision was democratic.
adjectif;B1;;elektronisch;électronique;electronic;Die Anmeldung geht nur elektronisch.;L'inscription se fait uniquement par voie électronique.;Registration is only possible electronically.
adjectif;B1;;ewig;éternel, interminable;eternal, endless;Das Warten dauerte ewig.;L'attente a duré une éternité.;The waiting took forever.
adjectif;B1;;feucht;humide;damp, moist;Die Wand im Keller ist feucht.;Le mur de la cave est humide.;The cellar wall is damp.
adjectif;B1;;körperlich;physique, corporel;physical;Die Arbeit ist körperlich schwer.;Le travail est physiquement dur.;The work is physically hard.
adjectif;B1;;mündlich;oral;oral;Die Prüfung hat einen mündlichen Teil.;L'examen comporte une partie orale.;The exam has an oral part.
adjectif;B1;;nördlich;au nord, septentrional;northern;Das Dorf liegt nördlich der Stadt.;Le village se trouve au nord de la ville.;The village lies north of the city.
adjectif;B1;;sonstig;autre, divers;other, miscellaneous;Haben Sie sonstige Fragen?;Avez-vous d'autres questions ?;Do you have any other questions?
adjectif;B1;;staatlich;public, de l'État;state, public;Das ist eine staatliche Schule.;C'est une école publique.;That's a state school.
adjectif;B1;;südlich;au sud, méridional;southern;Südlich der Alpen ist es wärmer.;Au sud des Alpes, il fait plus chaud.;South of the Alps it's warmer.
adjectif;B1;;ursprünglich;initial, à l'origine;original, originally;Ursprünglich wollten wir früher kommen.;À l'origine, nous voulions venir plus tôt.;Originally we wanted to come earlier.
adjectif;B1;;verwitwet;veuf, veuve;widowed;Sie ist seit drei Jahren verwitwet.;Elle est veuve depuis trois ans.;She has been widowed for three years.
adjectif;B1;;zuständig;compétent, responsable;responsible, in charge;Wer ist für diesen Antrag zuständig?;Qui est compétent pour cette demande ?;Who is responsible for this application?
adjectif;B1;;cool;cool, chouette;cool;Deine neue Jacke ist echt cool.;Ta nouvelle veste est vraiment cool.;Your new jacket is really cool.
adjectif;B1;;okay;d'accord, correct;okay;Ist es okay, wenn ich später komme?;C'est d'accord si j'arrive plus tard ?;Is it okay if I come later?
adjectif;B1;;ausgebildet;formé, qualifié;trained, qualified;Sie ist ausgebildete Krankenpflegerin.;Elle est infirmière diplômée.;She is a trained nurse.
adjectif;B1;;chic;chic, élégant;smart, chic;Du siehst heute sehr chic aus.;Tu es très chic aujourd'hui.;You look very smart today.
adjectif;B1;;erkältet;enrhumé;having a cold;Ich bin seit gestern erkältet.;Je suis enrhumé depuis hier.;I've had a cold since yesterday.
adjectif;B1;;fällig;dû, à échéance;due;Die Miete ist am Ersten fällig.;Le loyer est dû le premier du mois.;The rent is due on the first.
adjectif;B1;;fließend;courant (langue);fluent;Sie spricht fließend Deutsch.;Elle parle couramment l'allemand.;She speaks fluent German.
adjectif;B1;;pensioniert;à la retraite;retired;Mein Vater ist seit einem Jahr pensioniert.;Mon père est à la retraite depuis un an.;My father has been retired for a year.
adjectif;B1;;sämtliche;tous, l'ensemble des;all, entire;Bringen Sie sämtliche Unterlagen mit.;Apportez l'ensemble des documents.;Bring all the documents with you.
adjectif;B1;;verpflichtet;tenu, obligé;obliged, required;Jeder ist zur Anmeldung verpflichtet.;Chacun est tenu de s'inscrire.;Everyone is required to register.
adjectif;B2;;nachhaltig;durable;sustainable;Wir sollten nachhaltiger leben.;Nous devrions vivre de façon plus durable.;We should live more sustainably.
adjectif;B2;;effizient;efficace;efficient;Die neue Methode ist viel effizienter.;La nouvelle méthode est bien plus efficace.;The new method is much more efficient.
adjectif;B2;;konsequent;cohérent, conséquent;consistent;Er verfolgt seine Ziele sehr konsequent.;Il poursuit ses objectifs avec beaucoup de constance.;He pursues his goals very consistently.
adjectif;B2;;widersprüchlich;contradictoire;contradictory;Seine Aussagen waren widersprüchlich.;Ses déclarations étaient contradictoires.;His statements were contradictory.
adjectif;B2;;umstritten;controversé;controversial;Das Gesetz ist sehr umstritten.;La loi est très controversée.;The law is very controversial.
adjectif;B2;;differenziert;nuancé;nuanced;Sie hat eine differenzierte Meinung dazu.;Elle a une opinion nuancée sur le sujet.;She has a nuanced opinion about it.
adjectif;B2;;komplex;complexe;complex;Das Thema ist ziemlich komplex.;Le sujet est plutôt complexe.;The topic is quite complex.
adjectif;B2;;oberflächlich;superficiel;superficial;Seine Analyse war ziemlich oberflächlich.;Son analyse était plutôt superficielle.;His analysis was quite superficial.
adjectif;B2;;gründlich;approfondi, minutieux;thorough;Er hat die Arbeit sehr gründlich gemacht.;Il a fait le travail de façon très minutieuse.;He did the work very thoroughly.
adjectif;B2;;nachvollziehbar;compréhensible;understandable;Seine Entscheidung ist gut nachvollziehbar.;Sa décision est facile à comprendre.;His decision is easy to understand.
adjectif;B2;;plausibel;plausible;plausible;Die Erklärung klingt plausibel.;L'explication semble plausible.;The explanation sounds plausible.
adjectif;B2;;willkürlich;arbitraire;arbitrary;Die Regel wirkt ziemlich willkürlich.;La règle paraît plutôt arbitraire.;The rule seems quite arbitrary.
adjectif;B2;;ausgeprägt;prononcé, marqué;pronounced, marked;Er hat einen ausgeprägten Sinn für Humor.;Il a un sens de l'humour très prononcé.;He has a pronounced sense of humor.
adjectif;B2;;vielfältig;varié;varied, diverse;Das Angebot ist sehr vielfältig.;L'offre est très variée.;The offer is very diverse.
adjectif;B2;;einseitig;unilatéral;one-sided;Die Berichterstattung war ziemlich einseitig.;Le reportage était plutôt unilatéral.;The reporting was quite one-sided.
adjectif;B2;;objektiv;objectif;objective;Der Bericht sollte objektiv sein.;Le rapport devrait être objectif.;The report should be objective.
adjectif;B2;;subjektiv;subjectif;subjective;Das ist natürlich eine subjektive Meinung.;C'est bien sûr une opinion subjective.;That's of course a subjective opinion.
adjectif;B2;;unabhängig;indépendant;independent;Sie ist finanziell unabhängig.;Elle est financièrement indépendante.;She is financially independent.
adjectif;B2;;abhängig;dépendant;dependent;Er ist von seinen Eltern finanziell abhängig.;Il dépend financièrement de ses parents.;He is financially dependent on his parents.
adjectif;B2;;wesentlich;essentiel;essential;Das ist ein wesentlicher Unterschied.;C'est une différence essentielle.;That is an essential difference.
adjectif;B2;;angemessen;approprié;appropriate;Seine Reaktion war völlig angemessen.;Sa réaction était tout à fait appropriée.;His reaction was completely appropriate.
adjectif;B2;;unangemessen;inapproprié;inappropriate;Sein Verhalten war unangemessen.;Son comportement était inapproprié.;His behavior was inappropriate.
adjectif;B2;;überflüssig;superflu;superfluous;Diese Information ist überflüssig.;Cette information est superflue.;This information is superfluous.
adjectif;B2;;unverzichtbar;indispensable;indispensable;Wasser ist für uns unverzichtbar.;L'eau nous est indispensable.;Water is indispensable to us.
adjectif;B2;;riskant;risqué;risky;Diese Investition ist ziemlich riskant.;Cet investissement est plutôt risqué.;This investment is quite risky.
adjectif;B2;;folgenreich;lourd de conséquences;consequential, far-reaching;Die Entscheidung war folgenreich.;La décision a eu de lourdes conséquences.;The decision had far-reaching consequences.
adjectif;B2;;umfassend;complet, exhaustif;comprehensive;Er gab einen umfassenden Überblick.;Il a donné un aperçu complet.;He gave a comprehensive overview.
adjectif;B2;;exemplarisch;exemplaire;exemplary;Sein Verhalten war exemplarisch.;Son comportement était exemplaire.;His behavior was exemplary.
adjectif;B2;;kontrovers;controversé;controversial;Das Thema wird kontrovers diskutiert.;Le sujet est débattu de façon controversée.;The topic is discussed controversially.
adjectif;B2;;fragwürdig;douteux;questionable;Seine Methoden sind fragwürdig.;Ses méthodes sont douteuses.;His methods are questionable.
adjectif;B2;;eindeutig;univoque, clair;unambiguous, clear;Die Antwort war eindeutig.;La réponse était claire et sans équivoque.;The answer was unambiguous.
adjectif;B2;;mehrdeutig;ambigu;ambiguous;Der Satz ist mehrdeutig formuliert.;La phrase est formulée de façon ambiguë.;The sentence is phrased ambiguously.
adjectif;B2;;zweideutig;équivoque;ambiguous;Seine Bemerkung war zweideutig.;Sa remarque était équivoque.;His remark was ambiguous.
adjectif;B2;;paradox;paradoxal;paradoxical;Das Ergebnis wirkt paradox.;Le résultat paraît paradoxal.;The result seems paradoxical.
adjectif;B2;;konform;conforme;conforming, in line;Das Produkt ist konform mit den Normen.;Le produit est conforme aux normes.;The product conforms to the standards.
adjectif;B2;;unkonventionell;non conventionnel;unconventional;Sie hat einen unkonventionellen Führungsstil.;Elle a un style de management non conventionnel.;She has an unconventional leadership style.
adjectif;B2;;innovativ;innovant;innovative;Das Startup verfolgt einen innovativen Ansatz.;La start-up adopte une approche innovante.;The startup pursues an innovative approach.
adjectif;B2;;authentisch;authentique;authentic;Der Bericht wirkt sehr authentisch.;Le récit semble très authentique.;The report seems very authentic.
adjectif;B2;;künstlich;artificiel;artificial;Das Aroma ist künstlich hergestellt.;L'arôme est fabriqué artificiellement.;The flavor is artificially made.
adjectif;B2;;natürlich;naturel;natural;Sie bevorzugt natürliche Materialien.;Elle préfère les matériaux naturels.;She prefers natural materials.
adjectif;B2;;irrational;irrationnel;irrational;Seine Angst war völlig irrational.;Sa peur était totalement irrationnelle.;His fear was completely irrational.
adjectif;B2;;absichtlich;intentionnel;intentional;Er hat das absichtlich gemacht.;Il l'a fait exprès.;He did that on purpose.
adjectif;B2;;unabsichtlich;involontaire;unintentional;Der Fehler war unabsichtlich.;L'erreur était involontaire.;The mistake was unintentional.
adjectif;B2;;bewusst;conscient;conscious, deliberate;Sie hat sich bewusst dagegen entschieden.;Elle a délibérément choisi le contraire.;She deliberately decided against it.
adjectif;B2;;unbewusst;inconscient;unconscious;Er hat das unbewusst getan.;Il l'a fait inconsciemment.;He did that unconsciously.
adjectif;B2;;zufällig;aléatoire, par hasard;random, by chance;Die Begegnung war rein zufällig.;La rencontre était purement due au hasard.;The encounter was purely by chance.
adjectif;B2;;systematisch;systématique;systematic;Er geht die Probleme systematisch an.;Il aborde les problèmes de façon systématique.;He tackles the problems systematically.
adjectif;B2;;konkret;concret;concrete;Wir brauchen einen konkreten Plan.;Nous avons besoin d'un plan concret.;We need a concrete plan.
adjectif;B2;;abstrakt;abstrait;abstract;Das Thema ist ziemlich abstrakt.;Le sujet est plutôt abstrait.;The topic is quite abstract.
adjectif;B2;;theoretisch;théorique;theoretical;Das ist nur theoretisch möglich.;Ce n'est possible qu'en théorie.;That's only possible in theory.
adjectif;B2;;relevant;pertinent;relevant;Diese Information ist sehr relevant.;Cette information est très pertinente.;This information is very relevant.
adjectif;B2;;irrelevant;non pertinent;irrelevant;Der Kommentar war irrelevant für die Diskussion.;Le commentaire n'était pas pertinent pour la discussion.;The comment was irrelevant to the discussion.
adjectif;B2;;bedeutend;significatif, important;significant;Er spielte eine bedeutende Rolle.;Il a joué un rôle important.;He played a significant role.
adjectif;B2;;bedeutungslos;insignifiant;meaningless;Für sie ist Geld bedeutungslos.;Pour elle, l'argent n'a aucune importance.;For her, money is meaningless.
adjectif;B2;;entscheidend;décisif;decisive;Das war der entscheidende Moment.;C'était le moment décisif.;That was the decisive moment.
adjectif;B2;;ausschlaggebend;déterminant;decisive, determining;Der Preis war ausschlaggebend für die Entscheidung.;Le prix a été déterminant pour la décision.;The price was decisive for the decision.
adjectif;B2;;maßgeblich;déterminant, faisant autorité;decisive, authoritative;Er war maßgeblich am Erfolg beteiligt.;Il a joué un rôle déterminant dans ce succès.;He played a decisive role in the success.
adjectif;B2;;repräsentativ;représentatif;representative;Die Umfrage ist repräsentativ.;Le sondage est représentatif.;The survey is representative.
